[Fri Aug 10 03:32:06 2012] [error] [client 127.0.0.1] client denied by server configuration: E:/Work/XSolve/
[Fri Aug 10 03:32:06 2012] [error] [client 127.0.0.1] client denied by server configuration: E:/Work/XSolve/favicon.ico
[Fri Aug 10 03:32:57 2012] [error] [client 127.0.0.1] client denied by server configuration: E:/Work/XSolve/app/
[Fri Aug 10 03:32:57 2012] [error] [client 127.0.0.1] client denied by server configuration: E:/Work/XSolve/src/
[Fri Aug 10 03:32:57 2012] [error] [client 127.0.0.1] client denied by server configuration: C:/Apache2, referer: http://xsolve.xesenix.pl/
[Fri Aug 10 03:32:57 2012] [error] [client 127.0.0.1] client denied by server configuration: C:/Apache2, referer: http://xsolve.xesenix.pl/
[Fri Aug 10 03:32:57 2012] [error] [client 127.0.0.1] client denied by server configuration: C:/Apache2, referer: http://xsolve.xesenix.pl/
[Fri Aug 10 06:12:22 2012] [error] [client 127.0.0.1] PHP Fatal error:  Class 'Xesenix\\XSolve\\RssFeedBundle\\Controller\\Zend' not found in E:\\Work\\XSolve\\src\\Xesenix\\XSolve\\RssFeedBundle\\Controller\\DefaultController.php on line 17
[Fri Aug 10 06:12:22 2012] [error] [client 127.0.0.1] PHP Stack trace:
[Fri Aug 10 06:12:22 2012] [error] [client 127.0.0.1] PHP   1. {main}() E:\\Work\\XSolve\\web\\app_dev.php:0
[Fri Aug 10 06:12:22 2012] [error] [client 127.0.0.1] PHP   2. Symfony\\Component\\HttpKernel\\Kernel->handle() E:\\Work\\XSolve\\web\\app_dev.php:28
[Fri Aug 10 06:12:22 2012] [error] [client 127.0.0.1] PHP   3. Symfony\\Bundle\\FrameworkBundle\\HttpKernel->handle() E:\\Work\\XSolve\\app\\bootstrap.php.cache:610
[Fri Aug 10 06:12:22 2012] [error] [client 127.0.0.1] PHP   4. Symfony\\Component\\HttpKernel\\HttpKernel->handle() E:\\Work\\XSolve\\app\\bootstrap.php.cache:1559
[Fri Aug 10 06:12:22 2012] [error] [client 127.0.0.1] PHP   5. Symfony\\Component\\HttpKernel\\HttpKernel->handleRaw() E:\\Work\\XSolve\\app\\bootstrap.php.cache:1383
[Fri Aug 10 06:12:22 2012] [error] [client 127.0.0.1] PHP   6. call_user_func_array() E:\\Work\\XSolve\\app\\bootstrap.php.cache:1419
[Fri Aug 10 06:12:22 2012] [error] [client 127.0.0.1] PHP   7. Xesenix\\XSolve\\RssFeedBundle\\Controller\\DefaultController->indexAction() E:\\Work\\XSolve\\app\\bootstrap.php.cache:1419
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP Parse error:  syntax error, unexpected '/' in E:\\Work\\XSolve\\src\\Xesenix\\XSolve\\RssFeedBundle\\Controller\\DefaultController.php on line 17
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP Stack trace:
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP   1. {main}() E:\\Work\\XSolve\\web\\app_dev.php:0
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP   2. Symfony\\Component\\HttpKernel\\Kernel->handle() E:\\Work\\XSolve\\web\\app_dev.php:28
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP   3. Symfony\\Bundle\\FrameworkBundle\\HttpKernel->handle() E:\\Work\\XSolve\\app\\bootstrap.php.cache:610
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP   4. Symfony\\Component\\HttpKernel\\HttpKernel->handle() E:\\Work\\XSolve\\app\\bootstrap.php.cache:1559
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP   5. Symfony\\Component\\HttpKernel\\HttpKernel->handleRaw() E:\\Work\\XSolve\\app\\bootstrap.php.cache:1383
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP   6. Symfony\\Component\\HttpKernel\\Debug\\ContainerAwareTraceableEventDispatcher->dispatch() E:\\Work\\XSolve\\app\\bootstrap.php.cache:1403
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP   7. Symfony\\Component\\EventDispatcher\\ContainerAwareEventDispatcher->dispatch() E:\\Work\\XSolve\\vendor\\symfony\\symfony\\src\\Symfony\\Component\\HttpKernel\\Debug\\ContainerAwareTraceableEventDispatcher.php:78
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP   8. Symfony\\Component\\EventDispatcher\\EventDispatcher->dispatch() E:\\Work\\XSolve\\app\\cache\\dev\\classes.php:5011
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP   9. Symfony\\Component\\HttpKernel\\Debug\\ContainerAwareTraceableEventDispatcher->doDispatch() E:\\Work\\XSolve\\app\\cache\\dev\\classes.php:4793
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP  10. call_user_func() E:\\Work\\XSolve\\vendor\\symfony\\symfony\\src\\Symfony\\Component\\HttpKernel\\Debug\\ContainerAwareTraceableEventDispatcher.php:139
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP  11. Symfony\\Component\\HttpKernel\\EventListener\\RouterListener->onKernelRequest() E:\\Work\\XSolve\\vendor\\symfony\\symfony\\src\\Symfony\\Component\\HttpKernel\\Debug\\ContainerAwareTraceableEventDispatcher.php:139
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP  12. Symfony\\Component\\Routing\\Router->match() E:\\Work\\XSolve\\app\\cache\\dev\\classes.php:5144
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP  13. Symfony\\Component\\Routing\\Router->getMatcher() E:\\Work\\XSolve\\app\\cache\\dev\\classes.php:1499
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP  14. Symfony\\Bundle\\FrameworkBundle\\Routing\\Router->getRouteCollection() E:\\Work\\XSolve\\app\\cache\\dev\\classes.php:1516
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP  15. Symfony\\Bundle\\FrameworkBundle\\Routing\\DelegatingLoader->load() E:\\Work\\XSolve\\app\\cache\\dev\\classes.php:1836
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP  16. Symfony\\Component\\Config\\Loader\\DelegatingLoader->load() E:\\Work\\XSolve\\vendor\\symfony\\symfony\\src\\Symfony\\Bundle\\FrameworkBundle\\Routing\\DelegatingLoader.php:57
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP  17. Symfony\\Component\\Routing\\Loader\\YamlFileLoader->load() E:\\Work\\XSolve\\vendor\\symfony\\symfony\\src\\Symfony\\Component\\Config\\Loader\\DelegatingLoader.php:52
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP  18. Symfony\\Component\\Config\\Loader\\FileLoader->import() E:\\Work\\XSolve\\vendor\\symfony\\symfony\\src\\Symfony\\Component\\Routing\\Loader\\YamlFileLoader.php:75
[Fri Aug 10 06:12:32 2012] [error] [client 127.0.0.1] PHP  19. Symfony\\Component\\Routing\\Loader\\YamlFileLoader->load() E:\\Work\\XSolve\\vendor\\symfony\\symfony\\src\\Symfony\\Component\\Config\\Loader\\FileLoader.php:75
